Identifier	Change_name	Change_type	Species	Gender	Age_start	Age_end	Description	Tissues	Gene	Properties	Type_of_data	Process_measured	Sample_size	Method_of_collection	Data_transforms	Percentage_change	P_value	Coefficiant	Intercept	Relationship_parent_identifiers	References
DAA1650	protocadherin 12	molecular	Mus musculus	male/female	2	26		Lung	Pcdh12 (protocadherin 12)		equation	Gene Expression Level	20	Microarray	Log2	-20.0	0.0000067356175204300000000				2785: Misra et al. (2007) "Global expression profiles from C57BL/6J and DBA/2J mouse lungs to determine aging-related genes."  Physiol. Genomics 31(3):429-440 (17726092)
DAA1339	protocadherin beta 21	molecular	Mus musculus	male/female	3	23		Hematological System	Pcdhb21 (protocadherin beta 21)		equation	Gene Expression Level	20	Microarray	Log2	75.0	0.0004221429738404230000000				2882: Rossi et al. (2005) "Cell intrinsic alterations underlie hematopoietic stem cell aging."  Proc. Natl. Acad. Sci. U.S.A. 102(26):9194-9199 (15967997)
DAA1269	protocadherin beta 9	molecular	Mus musculus	male/female	5	22		Brain	Pcdhb9 (protocadherin beta 9)		equation	Gene Expression Level	20	Microarray	Log2	7.0	0.0003395610346342650000000				2765: Godbout et al. (2005) "Exaggerated neuroinflammation and sickness behavior in aged mice following activation of the peripheral innate immune system."  FASEB J. 19(10):1329-1331 (15919760)|2833: NCBI GEO Dataset (2005) "Age effect on lipopolysaccharide-induced neuroinflammation and sickness behavior"  (http://www.ncbi.nlm.nih.gov/sites/GDSbrowser?acc=GDS1311)
DAA1271	PRP38 pre-mRNA processing factor 38 (yeast) domain containing A	molecular	Mus musculus	male/female	5	22		Brain	Prpf38a (PRP38 pre-mRNA processing factor 38 (yeast) domain containing A)		equation	Gene Expression Level	20	Microarray	Log2	2.0	0.0009231914424780420000000				2765: Godbout et al. (2005) "Exaggerated neuroinflammation and sickness behavior in aged mice following activation of the peripheral innate immune system."  FASEB J. 19(10):1329-1331 (15919760)|2833: NCBI GEO Dataset (2005) "Age effect on lipopolysaccharide-induced neuroinflammation and sickness behavior"  (http://www.ncbi.nlm.nih.gov/sites/GDSbrowser?acc=GDS1311)
DAA1896	PRP6 pre-mRNA splicing factor 6 homolog (yeast)	molecular	Mus musculus	male/female	5	30		Anatomical System	Prpf6 (PRP6 pre-mRNA splicing factor 6 homolog (yeast))		equation	Gene Expression Level	20	Microarray	Log2	-1.0	0.0001885784390932560000000				2926: Lee et al. (2000) "Gene-expression profile of the ageing brain in mice."  Nat. Genet. 25(3):294-297 (10888876)
DAA369	PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae)	molecular	Homo sapiens	male/female	20	75		Skeletal Muscle	PRPF8 (PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae))		equation	Gene Expression Level	0	Microarray	Log	2.0	0.0001414419825458510000000				2828: Welle et al. (2004) "Skeletal muscle gene expression profiles in 20-29 year old and 65-71 year old women."  Exp. Gerontol. 39(3):369-377 (15036396)|2841: Welle et al. (2003) "Gene expression profile of aging in human muscle."  Physiol. Genomics 14(2):149-159 (12783983)
DAA1612	PTK2 protein tyrosine kinase 2 beta	molecular	Mus musculus	male/female	2	26		Lung	Ptk2b (PTK2 protein tyrosine kinase 2 beta)		equation	Gene Expression Level	20	Microarray	Log2	9.0	0.0006541241077688880000000				2785: Misra et al. (2007) "Global expression profiles from C57BL/6J and DBA/2J mouse lungs to determine aging-related genes."  Physiol. Genomics 31(3):429-440 (17726092)
DAA1880	purine-nucleoside phosphorylase	molecular	Mus musculus	male/female	5	25		Skeletal Muscle	Pnp (purine-nucleoside phosphorylase)		equation	Gene Expression Level	20	Microarray	Log2	8.0	0.0003283116981895210000000				2648: NCBI GEO Dataset (2006) "Caloric restriction effect on aged skeletal muscle"  (http://www.ncbi.nlm.nih.gov/sites/GDSbrowser?acc=GDS2612)|2835: Edwards et al. (2007) "Gene expression profiling of aging reveals activation of a p53-mediated transcriptional program."  BMC Genomics 8:80 (17381838)
DAA1665	Purkinje cell protein 4-like 1	molecular	Mus musculus	male/female	2	26		Lung	Pcp4l1 (Purkinje cell protein 4-like 1)		equation	Gene Expression Level	20	Microarray	Log2	3.0	0.0001812604164784000000000				2785: Misra et al. (2007) "Global expression profiles from C57BL/6J and DBA/2J mouse lungs to determine aging-related genes."  Physiol. Genomics 31(3):429-440 (17726092)
DAA2416	pyridoxal (pyridoxine, vitamin B6) kinase increases with age	molecular	Homo sapiens	female	6	73	Comparison of DNA methylation showed a significantly increased methylation level of PDXK in dermal fibroblasts from elderly women (aged 60-73 years old) compared to cells from younger women (aged 6-23 years old)	Dermis	PDXK (pyridoxal (pyridoxine, vitamin B6) kinase)			DNA Methylation	None	None	None	17.2	0.0140000000000000000000000				2751: Koch et al. (2011) "Specific age-associated DNA methylation changes in human dermal fibroblasts."  PLoS ONE 6(2):e16679 (21347436)
DAA464	pyruvate dehydrogenase complex, component X	molecular	Homo sapiens	male/female	20	75		Skeletal Muscle	PDHX (pyruvate dehydrogenase complex, component X)		equation	Gene Expression Level	0	Microarray	Log	-4.0	0.0007469367477680440000000				2828: Welle et al. (2004) "Skeletal muscle gene expression profiles in 20-29 year old and 65-71 year old women."  Exp. Gerontol. 39(3):369-377 (15036396)|2841: Welle et al. (2003) "Gene expression profile of aging in human muscle."  Physiol. Genomics 14(2):149-159 (12783983)
DAA1421	pyruvate dehydrogenase kinase, isoenzyme 4	molecular	Mus musculus	male/female	2	15		Hippocampus	Pdk4 (pyruvate dehydrogenase kinase, isoenzyme 4)		equation	Gene Expression Level	20	Microarray	Log2	6.0	0.0002443572532691690000000				2706: Verbitsky et al. (2004) "Altered hippocampal transcript profile accompanies an age-related spatial memory deficit in mice."  Learn. Mem. 11(3):253-260 (15169854)
DAA516	pyruvate dehydrogenase (lipoamide) alpha 1	molecular	Homo sapiens	male/female	20	75		Skeletal Muscle	PDHA1 (pyruvate dehydrogenase (lipoamide) alpha 1)		equation	Gene Expression Level	0	Microarray	Log	-3.0	0.0001592862300816540000000				2828: Welle et al. (2004) "Skeletal muscle gene expression profiles in 20-29 year old and 65-71 year old women."  Exp. Gerontol. 39(3):369-377 (15036396)|2841: Welle et al. (2003) "Gene expression profile of aging in human muscle."  Physiol. Genomics 14(2):149-159 (12783983)
DAA395	pyruvate dehydrogenase (lipoamide) beta	molecular	Homo sapiens	male/female	20	75		Skeletal Muscle	PDHB (pyruvate dehydrogenase (lipoamide) beta)		equation	Gene Expression Level	0	Microarray	Log	-4.0	0.0000304957553926607000000				2828: Welle et al. (2004) "Skeletal muscle gene expression profiles in 20-29 year old and 65-71 year old women."  Exp. Gerontol. 39(3):369-377 (15036396)|2841: Welle et al. (2003) "Gene expression profile of aging in human muscle."  Physiol. Genomics 14(2):149-159 (12783983)
DAA1810	pyruvate kinase, muscle	molecular	Mus musculus	male/female	8	24		Muscle	Pkm2 (pyruvate kinase, muscle)		equation	Gene Expression Level	20	Microarray	Log2	-3.0	0.0005959379783263160000000				2651: Beggs et al. (2004) "Alterations in the TGFbeta signaling pathway in myogenic progenitors with age."  Aging Cell 3(6):353-361 (15569352)
DAA192	quaking homolog, KH domain RNA binding (mouse)	molecular	Homo sapiens	male/female	26	106		Brain	QKI (quaking homolog, KH domain RNA binding (mouse))		equation	Gene Expression Level	0	Microarray	Log	8.0	0.0000525342948252459000000				2742: Lu et al. (2004) "Gene regulation and DNA damage in the ageing human brain."  Nature 429(6994):883-891 (15190254)
DAA512	RAB10, member RAS oncogene family	molecular	Homo sapiens	male/female	20	75		Skeletal Muscle	RAB10 (RAB10, member RAS oncogene family)		equation	Gene Expression Level	0	Microarray	Log	2.0	0.0002661805080841680000000				2828: Welle et al. (2004) "Skeletal muscle gene expression profiles in 20-29 year old and 65-71 year old women."  Exp. Gerontol. 39(3):369-377 (15036396)|2841: Welle et al. (2003) "Gene expression profile of aging in human muscle."  Physiol. Genomics 14(2):149-159 (12783983)
DAA428	RAB11A, member RAS oncogene family	molecular	Homo sapiens	male/female	20	75		Skeletal Muscle	RAB11A (RAB11A, member RAS oncogene family)		equation	Gene Expression Level	0	Microarray	Log	3.0	0.0000118626142753930000000				2828: Welle et al. (2004) "Skeletal muscle gene expression profiles in 20-29 year old and 65-71 year old women."  Exp. Gerontol. 39(3):369-377 (15036396)|2841: Welle et al. (2003) "Gene expression profile of aging in human muscle."  Physiol. Genomics 14(2):149-159 (12783983)
DAA193	RAB2A, member RAS oncogene family	molecular	Homo sapiens	male/female	26	106		Brain	RAB2A (RAB2A, member RAS oncogene family)		equation	Gene Expression Level	0	Microarray	Log	-11.0	0.0008239543478860650000000				2742: Lu et al. (2004) "Gene regulation and DNA damage in the ageing human brain."  Nature 429(6994):883-891 (15190254)
DAA194	RAB3A, member RAS oncogene family	molecular	Homo sapiens	male/female	26	106		Brain	RAB3A (RAB3A, member RAS oncogene family)		equation	Gene Expression Level	0	Microarray	Log	-11.0	0.0006930056890759080000000				2742: Lu et al. (2004) "Gene regulation and DNA damage in the ageing human brain."  Nature 429(6994):883-891 (15190254)
DAA1330	Rab40b, member RAS oncogene family	molecular	Mus musculus	male/female	3	23		Hematological System	Rab40b (Rab40b, member RAS oncogene family)		equation	Gene Expression Level	20	Microarray	Log2	18.0	0.0000011784399818056500000				2882: Rossi et al. (2005) "Cell intrinsic alterations underlie hematopoietic stem cell aging."  Proc. Natl. Acad. Sci. U.S.A. 102(26):9194-9199 (15967997)
DAA1815	Rab40b, member RAS oncogene family	molecular	Mus musculus	male/female	8	24		Muscle	Rab40b (Rab40b, member RAS oncogene family)		equation	Gene Expression Level	20	Microarray	Log2	4.0	0.0004549146116986910000000				2651: Beggs et al. (2004) "Alterations in the TGFbeta signaling pathway in myogenic progenitors with age."  Aging Cell 3(6):353-361 (15569352)
DAA1608	RAB, member of RAS oncogene family-like 5	molecular	Mus musculus	male/female	2	26		Lung	Rabl5 (RAB, member of RAS oncogene family-like 5)		equation	Gene Expression Level	20	Microarray	Log2	3.0	0.0004324919819486270000000				2785: Misra et al. (2007) "Global expression profiles from C57BL/6J and DBA/2J mouse lungs to determine aging-related genes."  Physiol. Genomics 31(3):429-440 (17726092)
DAA1929	RAD23b homolog (S. cerevisiae)	molecular	Mus musculus	male/female	5	30		Anatomical System	Rad23b (RAD23b homolog (S. cerevisiae))		equation	Gene Expression Level	20	Microarray	Log2	-1.0	0.0006931697184452690000000				2926: Lee et al. (2000) "Gene-expression profile of the ageing brain in mice."  Nat. Genet. 25(3):294-297 (10888876)
DAA1627	RAD51 associated protein 1	molecular	Mus musculus	male/female	2	26		Lung	Rad51ap1 (RAD51 associated protein 1)		equation	Gene Expression Level	20	Microarray	Log2	-11.0	0.0001884586628158860000000				2785: Misra et al. (2007) "Global expression profiles from C57BL/6J and DBA/2J mouse lungs to determine aging-related genes."  Physiol. Genomics 31(3):429-440 (17726092)
DAA1819	rad and gem related GTP binding protein 1	molecular	Mus musculus	male/female	8	24		Muscle	Rem1 (rad and gem related GTP binding protein 1)		equation	Gene Expression Level	20	Microarray	Log2	-17.0	0.0003039291111884420000000				2651: Beggs et al. (2004) "Alterations in the TGFbeta signaling pathway in myogenic progenitors with age."  Aging Cell 3(6):353-361 (15569352)
DAA203	radixin	molecular	Homo sapiens	male/female	26	106		Brain	RDX (radixin)		equation	Gene Expression Level	0	Microarray	Log	13.0	0.0004015629862765410000000				2742: Lu et al. (2004) "Gene regulation and DNA damage in the ageing human brain."  Nature 429(6994):883-891 (15190254)
DAA1706	raftlin family member 2	molecular	Mus musculus	male/female	2	26		Lung	Rftn2 (raftlin family member 2)		equation	Gene Expression Level	20	Microarray	Log2	-6.0	0.0001301673647631560000000				2785: Misra et al. (2007) "Global expression profiles from C57BL/6J and DBA/2J mouse lungs to determine aging-related genes."  Physiol. Genomics 31(3):429-440 (17726092)
DAA422	Ral GTPase activating protein, alpha subunit 1 (catalytic)	molecular	Homo sapiens	male/female	20	75		Skeletal Muscle	RALGAPA1 (Ral GTPase activating protein, alpha subunit 1 (catalytic))		equation	Gene Expression Level	0	Microarray	Log	3.0	0.0002429451517622200000000				2828: Welle et al. (2004) "Skeletal muscle gene expression profiles in 20-29 year old and 65-71 year old women."  Exp. Gerontol. 39(3):369-377 (15036396)|2841: Welle et al. (2003) "Gene expression profile of aging in human muscle."  Physiol. Genomics 14(2):149-159 (12783983)
DAA1571	Ral GTPase activating protein, alpha subunit 2 (catalytic)	molecular	Mus musculus	male/female	2	26		Lung	Ralgapa2 (Ral GTPase activating protein, alpha subunit 2 (catalytic))		equation	Gene Expression Level	20	Microarray	Log2	7.0	0.0008943399377111330000000				2785: Misra et al. (2007) "Global expression profiles from C57BL/6J and DBA/2J mouse lungs to determine aging-related genes."  Physiol. Genomics 31(3):429-440 (17726092)
DAA2429	RANBP2-like and GRIP domain containing 5 isoform 2 decreases with age	molecular	Homo sapiens	female	6	73	Comparison of DNA methylation showed a significantly decreased methylation level of RGPD5 in dermal fibroblasts from elderly women (aged 60-73 years old) compared to cells from younger women (aged 6-23 years old)	Dermis	RGPD5 (RANBP2-like and GRIP domain containing 5)			DNA Methylation	None	None	None	-20.4	0.0220000000000000000000000				2751: Koch et al. (2011) "Specific age-associated DNA methylation changes in human dermal fibroblasts."  PLoS ONE 6(2):e16679 (21347436)
DAA2077	RAN, member RAS oncogene family decreases with age	molecular	Homo sapiens	female	-1	-1	Gene expression showed a significant (p<E-3) decrease in the expression of RAN in oocytes donated from older women (aged 37-39 years - both inclusive) compared to oocytes from younger women (aged 25-35 years)	Ovary	RAN (RAN, member RAS oncogene family)			Gene Expression Level	None	None	None	-40.12	0.0041600000000000000000000				2714: Grøndahl et al. (2010) "Gene expression profiles of single human mature oocytes in relation to age."  Hum. Reprod. 25(4):957-968 (20147335)
DAA197	RAP2A, member of RAS oncogene family	molecular	Homo sapiens	male/female	26	106		Brain	RAP2A (RAP2A, member of RAS oncogene family)		equation	Gene Expression Level	0	Microarray	Log	-28.0	0.0000092547008046361000000				2742: Lu et al. (2004) "Gene regulation and DNA damage in the ageing human brain."  Nature 429(6994):883-891 (15190254)
DAA1428	Ras and Rab interactor 2	molecular	Mus musculus	male/female	2	15		Hippocampus	Rin2 (Ras and Rab interactor 2)		equation	Gene Expression Level	20	Microarray	Log2	7.0	0.0000788830655975744000000				2706: Verbitsky et al. (2004) "Altered hippocampal transcript profile accompanies an age-related spatial memory deficit in mice."  Learn. Mem. 11(3):253-260 (15169854)
